ID,Adresse,Bilder,Features,Grundriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
88110439,"Laubegast, Dresden",4,"[Einbauküche, Aufzug]",True,,Wohnung,,31.500 €,,,Kauf,01279,Dresden,Laubegast,Attraktives Investment in ruhiger Lage von Dresden Laubegast,18 m²,1,False,e74ceb31-2d9e-3f18-a6b7-29ed5b7f999f
88110859,"Striesen-West, Dresden",1,"[Balkon/Terrasse, Garten]",False,,Wohnung,,388.600 €,,,Kauf,01309,Dresden,Striesen-West,Familien Willkommen! Stillvoll & hochwertig sanierter Altbau in Dresden Blasewitz!,"114,44 m²",4,False,ee2cd866-0db8-3ad6-9061-58cf0ecb078e
88110862,"Striesen-West, Dresden",2,"[Balkon/Terrasse, Garten, Keller, Gäste-WC]",False,,Wohnung,,347.625 €,,,Kauf,01309,Dresden,Striesen-West,Erstbezug..Familien Willkommen! Stillvoll & hochwertig saniertes Denkmal in DD- Blasewitz!,104 m²,4,False,ee2cd866-0db8-3ad6-9061-58cf0ecb078e
88110864,"Striesen-West, Dresden",2,"[Balkon/Terrasse, Garten, Keller, Gäste-WC]",False,,Wohnung,,398.500 €,,,Kauf,01309,Dresden,Striesen-West,Erstbezug..Familien Willkommen! Stillvoll & hochwertig saniertes Denkm. in Dresden Blasewitz!,120 m²,4,False,ee2cd866-0db8-3ad6-9061-58cf0ecb078e
88112890,"Blasewitz, Dresden",4,"[Garten, Keller]",True,,Wohnung,,189.000 €,,,Kauf,01277,Dresden,Blasewitz,Dresden-Blasewitz // Bezugsfreie 3-Zimmer-Wohnung im Dachgeschoss!,"67,72 m²",3,False,39ca26e9-d183-31cc-bde7-18c406b69bec
88112934,"Naumannstr. 8, Blasewitz, Dresden",16,"[Keller, Gäste-WC, Aufzug]",True,,Wohnung,"1.167,75 €",,51.05252,13.8053,Miete,01309,Dresden,Blasewitz,stilvoll sanierte 3 - Zimmerwohnung mit toller Aufteilung & neuem Badezimmer!,135 m²,4,False,ee2cd866-0db8-3ad6-9061-58cf0ecb078e
88115131,"Leuben, Dresden",2,[],True,,Wohnung,,75.000 €,,,Kauf,01257,Dresden,Leuben,Dresden-Leuben // Bezugsfrei // Großzügige 2-Zimmer-Wohnung mit neuem Laminatboden,"61,48 m²",2,False,39ca26e9-d183-31cc-bde7-18c406b69bec
88115492,"Hosterwitz/Pillnitz, Dresden",2,"[Balkon/Terrasse, Garten, Keller]",True,,Wohnung,,224.900 €,,,Kauf,01326,Dresden,Hosterwitz/Pillnitz,Großzügige 3 - Zimmer - Hochparterre - Eigentumswohnung mit Balkon am Elbhang! ,102 m²,"3,5",False,32128765-f12a-3de4-9513-308cc95287f4
88118694,"Pieschen-Nord/Trachenberge, Dresden",13,"[Garten, Keller]",True,,Wohnung,339 €,,,,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,KUSCHELN UNTERM DACH: gemütliche 2-Zimmer-Wohnung!,"48,22 m²",2,False,ee74ea05-1066-3e1e-96b3-fd742391c7f2
88125646,"Klotzsche, Dresden",14,"[Einbauküche, Garten]",True,,Wohnung,423 €,,,,Miete,01109,Dresden,Klotzsche,"Jetzt schnell sein! Apartment im Erstbezug mit EBK und FB-Heizung!, www.cmdd.de","34,11 m²",1,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
88125647,"Klotzsche, Dresden",14,"[Einbauküche, Garten]",True,,Wohnung,560 €,,,,Miete,01109,Dresden,Klotzsche,"Erstbezug - Apartment für 2 Pers., mit EBK und FB-Heizung!, www.cmdd.de","45,22 m²",2,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
88125651,"Klotzsche, Dresden",6,"[Einbauküche, Garten]",True,,Wohnung,394 €,,,,Miete,01109,Dresden,Klotzsche,"Nur kurz im Angebot!!! Apartment im Erstbezug mit guter Ausstattung!, www.cmdd.de","28,18 m²",1,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
88126310,"Müller-Berset-Str. 35, Striesen-Süd, Dresden",3,"[Balkon/Terrasse, Keller]",True,,Wohnung,"427,28 €",,51.04362,13.77901,Miete,01309,Dresden,Striesen-Süd,Bezugsfähige Wohnung sucht Mieter: hier können Sie ohne Kosten und Mühe direkt einziehen.,"57,74 m²",2,False,3ffbe4dc-f293-3677-8155-3e2979cb5274
88127031,"Amalie-Dietrich-Platz 7, Gorbitz-Süd, Dresden",7,[Balkon/Terrasse],True,,Wohnung,"461,32 €",,51.04289,13.67736,Miete,01169,Dresden,Gorbitz-Süd,Bezugsfähige Wohnung sucht Mieter: hier können Sie ohne Kosten und Mühe direkt einziehen.,"78,19 m²",3,False,febb25fd-ec47-3fa9-acbe-fd5959e7a9c4
88133186,"Helbigsdorfer Weg 24, Gorbitz-Ost, Dresden",9,"[Balkon/Terrasse, Garten, Keller, WG-geeignet]",True,,Wohnung,355 €,,51.04718,13.67143,Miete,01169,Dresden,Gorbitz-Ost,Top 3-Zimmer-Wohnung mit Sonnenbalkon,"64,27 m²",3,False,3d071541-3136-3d3f-8a03-7eb042d354b0
88133278,"Helbigsdorfer Weg 20, Gorbitz-Ost, Dresden",6,"[Garten, Keller]",False,,Wohnung,355 €,,51.04699,13.67184,Miete,01169,Dresden,Gorbitz-Ost,Willkommen im grünen Westen von Dresden!,"64,27 m²",3,False,9a0ad4d2-d68a-331b-a0a7-a33c4aa52ff1
88134672,"Bautzner Str. 8, Innere Neustadt, Dresden",4,"[Einbauküche, Keller, Gäste-WC, WG-geeignet]",False,,Wohnung,900 €,,51.06281,13.75026,Miete,01099,Dresden,Innere Neustadt,Große 3-Raum-Wohnung sucht Familien-Nachwuchs in Dresdens Äußerer Neustadt,"115,94 m²",3,False,02b89439-14b9-3da8-943e-7128eb9ca7e8
88135933,"Bodenbacher Str. 92c, Seidnitz/Dobritz, Dresden",16,"[Garten, Keller]",True,,Wohnung,,45.000 €,51.02757,13.79751,Kauf,01277,Dresden,Seidnitz/Dobritz,"1-Zi.-DG-Whg. mit Laminat, Küchenbereich im WZ, Bad mit BW + Fenster + WM-Anschluss in 01277 DD","35,88 m²",1,False,0fa163b0-ceb1-36ae-862d-94e8193c0b3d
88136294,"Weixdorf, Dresden",10,"[Keller, Gäste-WC]",True,912 m²,Haus,,430.000 €,,,Kauf,01108,Dresden,Weixdorf,Idyllisch und grün gelegenes EFH mit Garten - Sie werden sich Wohlfühlen ...,"164,08 m²",5,False,4212dcf1-c531-354c-ab2a-28e49c94c735
88137908,"Bühlau/Weißer Hirsch, Dresden",9,"[Balkon/Terrasse, Garten, Keller, Gäste-WC]",True,,Wohnung,,209.000 €,,,Kauf,01324,Dresden,Bühlau/Weißer Hirsch,Hier zählt die Lage!,78 m²,3,False,2f8e929a-8074-34a2-84e8-e29f353b9a71
88145454,"Stübelallee 23 a, Striesen-Süd, Dresden",3,"[Balkon/Terrasse, Keller]",True,,Wohnung,"360,33 €",,51.04066,13.77022,Miete,01309,Dresden,Striesen-Süd,Miet mich - günstig geschnittene 2-Zimmer-Wohnung,"49,7 m²",2,False,3ffbe4dc-f293-3677-8155-3e2979cb5274
88148096,"Striesen-Ost, Dresden",4,[],True,,Wohnung,,155.000 €,,,Kauf,01309,Dresden,Striesen-Ost,Frei ab 01.11.2016: 3 Zimmer Maisonette in Jugendstilvilla,68 m²,3,False,e7bc4345-16d9-3a83-9d99-eac8105d90e3
88149918,"Plauen, Dresden",8,"[Provisionsfrei*, Balkon/Terrasse, Garten, Keller, Gäste-WC, Aufzug]",True,,Wohnung,,504.700 €,,,Kauf,01187,Dresden,Plauen,PLAUEN ! RUHIGE 4-RAUM WOHNUNG IM 3. OBERGESCHOSS,"141,1 m²",4,False,7c1ba9f8-74d6-3e5a-8a7d-728729800ca9
88152403,"Pieschen-Süd, Dresden",4,"[Balkon/Terrasse, Garten, Keller, Aufzug]",False,,Wohnung,,105.000 €,,,Kauf,01127,Dresden,Pieschen-Süd,SfKW - Altersgerecht und Modern - Geräumige Stadtwohnung mit Aufzug und Balkon nahe der Elbe,"56,07 m²",2,False,cfc4eca2-101f-3dca-91ca-a5edb855f7d5
88156713,"Pieschen-Nord/Trachenberge, Dresden",8,"[Balkon/Terrasse, Einbauküche, Keller, Aufzug]",True,,Wohnung,,83.200 €,,,Kauf,01129,Dresden,Pieschen-Nord/Trachenberge,!!! Achtung Anleger und Eigennutzer !!! Attraktives Angebot !!!,55 m²,2,False,71bb8d46-c01f-3178-b496-125334cc7748
88156845,"August-Bebel-Straße 17C, Strehlen, Dresden",4,"[Aufzug, Stufenlos]",True,,Wohnung,742 €,,51.0319,13.75286,Miete,01219,Dresden,Strehlen,3-Raum-DG mit Terrasse und Dachgarten in Uninähe,"67,47 m²",3,False,03269460-a660-348e-8f91-01f8d6596cd2
88157590,"August-Bebel-Straße 17A, Strehlen, Dresden",7,"[Aufzug, Stufenlos]",True,,Wohnung,490 €,,51.03241,13.7522,Miete,01219,Dresden,Strehlen,1 Zimmer DG-Apartment - mit großer Dachterrasse!,"42,72 m²",1,False,03269460-a660-348e-8f91-01f8d6596cd2
88163455,"Innere Altstadt, Dresden",3,"[Einbauküche, Keller]",True,,Wohnung,1.016 €,,,,Miete,01067,Dresden,Innere Altstadt,www.r-o.de +++ Mitten im Zentrum - Lichtdurchflutete Wohnräume mit einem besonderen Flair,"101,56 m²",4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
88169973,"Rißweg 61, Bühlau/Weißer Hirsch, Dresden",12,[Einbauküche],True,,Wohnung,409 €,,51.06247,13.82463,Miete,01324,Dresden,Bühlau/Weißer Hirsch,"Gemütliche, vor Einzug neu san. Pärchenwohnung, in schöner Lage am weißen Hirsch!","62,87 m²",2,False,a2e62dd4-d908-3bd7-a8b5-256391fdd1e6
88170953,"Hafenstraße 1, Leipziger Vorstadt, Dresden",6,"[Provisionsfrei*, Balkon/Terrasse, Keller, Gäste-WC, Aufzug, Stufenlos]",False,,Wohnung,,367.800 €,51.06395,13.73372,Kauf,01097,Dresden,Leipziger Vorstadt,"4-Zimmer-Wohnung mit Tageslichtbad, Gäste-WC, Abstellraum und 2 Balkonen","122,6 m²",4,False,25203ced-5618-38fe-9dad-d1bec21be48b
88182394,"Klotzsche, Dresden",11,[Balkon/Terrasse],True,,Wohnung,1.100 €,,,,Miete,01109,Dresden,Klotzsche,"Vis-a-vis der Dresdner Heide und viel Platz zum Wohlfühlen!, www.cmdd.de","128,03 m²",5,False,a8111f92-a628-3f37-8e0a-cd1a2fb6cba8
88184627,"Langebrück/Schönborn, Dresden",10,"[Keller, Gäste-WC]",True,1.070 m²,Haus,,640.000 €,,,Kauf,01465,Dresden,Langebrück/Schönborn,Moderne Stadtvilla am Waldesrand - vom Architekten entworfen,348 m²,12,False,8df2c949-da67-395e-9342-63ef25999e76
88195836,"Hosterwitz/Pillnitz, Dresden",15,[Gäste-WC],True,1.200 m²,Haus,,1.200.000 €,,,Kauf,01326,Dresden,Hosterwitz/Pillnitz,Luxus-Haus mit unverbaubarem Elbblick! Neubau!,220 m²,7,False,540d897b-6d2c-3aa8-af42-1a48b51062db
88195873,"Amaryllenweg 9a, Niedersedlitz, Dresden",5,[Balkon/Terrasse],True,,Wohnung,544 €,,50.99507,13.82454,Miete,01259,Dresden,Niedersedlitz,2 Zimmer im Dachgeschoß mit Balkon,"64,06 m²",2,False,70193fdb-bb2d-3420-9fbe-7ec5be53162c
88201208,"Blasewitz, Dresden",8,"[Balkon/Terrasse, Keller]",True,,Wohnung,1.140 €,,,,Miete,01277,Dresden,Blasewitz,www.r-o.de +++ Familien willkommen - Große 4-Zimmerwohnung mit Balkon und Wohnküche,120 m²,4,False,3f14d953-bd5c-39dc-b3b6-a782e6ac18d5
88202524,"Falkensteinplatz 4, Gruna, Dresden",9,[Keller],True,,Wohnung,"294,13 €",,51.03677,13.78598,Miete,01309,Dresden,Gruna,"Frisch renoviert: Helle, große Singlewohnung!","46,03 m²",1,False,ac139c7c-d957-3962-991f-9c655dae78a3
88202639,"Senftenberger Straße 56, Prohlis-Süd, Dresden",4,"[Balkon/Terrasse, Keller]",True,,Wohnung,"353,54 €",,51.002,13.80115,Miete,01239,Dresden,Prohlis-Süd,Familien willkommen: Viel Platz zum Spielen für die kleinen Mieter,"64,28 m²",3,False,9807739d-cecd-371b-871a-385ce933d820
88202641,"Elsterwerdaer Straße 26, Prohlis-Süd, Dresden",4,"[Balkon/Terrasse, Keller]",True,,Wohnung,"441,58 €",,51.00377,13.80075,Miete,01239,Dresden,Prohlis-Süd,"SOFORT VERFÜGBAR: Sanierte, helle Wohnung mit großem Balkon - Platz für die ganze Familie!","77,47 m²",4,False,9807739d-cecd-371b-871a-385ce933d820
88202670,"Lahmannring 9, Bühlau/Weißer Hirsch, Dresden",3,"[Balkon/Terrasse, Keller, Gäste-WC]",False,,Wohnung,"1.166,31 €",,51.06412,13.81751,Miete,01324,Dresden,Bühlau/Weißer Hirsch,**Hier können Sie mit entscheiden - Neusanierung mit gehobener Ausstattung**,"129,59 m²",4,False,cf48a254-816a-35c5-b28b-dce608338369
88216529,"Coschütz/Gittersee, Dresden",10,[Provisionsfrei*],False,750 m²,Haus,,271.243 €,,,Kauf,01189,Dresden,Coschütz/Gittersee,Stadtvilla in Dresden- endlich ankommen und wohlfühlen!,"135,45 m²",4,False,79bfb94d-3b18-30fd-83d2-8031f165c9cf
88229557,"Naußlitz, Dresden",6,"[Provisionsfrei*, Balkon/Terrasse, Keller, Aufzug, Stufenlos]",True,,Wohnung,,220.600 €,,,Kauf,01159,Dresden,Naußlitz,VIEL PLATZ UND RUHIG GELEGEN,"80,7 m²",2,False,7c1ba9f8-74d6-3e5a-8a7d-728729800ca9
