# Haus Kauf from immoscout24.de on 2018-08-23-09-58
ID,Haus/Wohnung,ID,Miete/Kauf,address,cellar,city,floorplan,from,isBarrierFree,lat,livingSpace,lon,numberOfRooms,plotArea,postcode,price,privateOffer,quarter,title,url
106483015,Haus,106483015,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,false,001.5886571,false,,140,,7,300,01328,360000,false,Hosterwitz/Pillnitz,Niedrigenergiehaus zwischen Loschwitz und Pillnitz – fast keine Nebenkosten!,https://www.immobilienscout24.de/expose/106483015
106467533,Haus,106467533,Kauf,"Südvorstadt-Ost, Dresden",false,Dresden,false,002.01007358909,false,,150,,5,920,01069,650000,false,Südvorstadt-Ost,Sanierungsobjekt in Dresden Südvorstadt OST,https://www.immobilienscout24.de/expose/106467533
106430906,Haus,106430906,Kauf,"Lockwitz, Dresden",true,Dresden,true,001.12594796,false,,135.54,,5,0,01257,416000,false,Lockwitz,"Erstklassischer Wohnraum in Dresden-Lockwitz, Doppelhaushälfte als Erstbezug",https://www.immobilienscout24.de/expose/106430906
106389327,Haus,106389327,Kauf,"Klotzsche, Dresden",false,Dresden,false,001.7208472,false,,205,,5,810,01109,775000,false,Klotzsche,Lebensqualität - für gehobene Ansprüche,https://www.immobilienscout24.de/expose/106389327
106384766,Haus,106384766,Kauf,"Laubegast, Dresden",true,Dresden,false,002.01008703772,false,,115.6,,4,221,01279,399000,false,Laubegast,Reihenendhaus in sehr ruhiger Stadtrandlage,https://www.immobilienscout24.de/expose/106384766
106342695,Haus,106342695,Kauf,"Weißig, Dresden",false,Dresden,false,002.01007874752,false,,148,,5,290,01328,390000,false,Weißig,Doppelhaushäfte mit freiem Südblick in Dresden Weißig,https://www.immobilienscout24.de/expose/106342695
106273756,Haus,106273756,Kauf,"Albertstadt, Dresden",true,Dresden,true,002.01008529863,false,,1090,,20,2577,01097,749000,false,Albertstadt,Produktions- Gewerbeimmobilie mit guter Anbindung an die A4,https://www.immobilienscout24.de/expose/106273756
106241743,Haus,106241743,Kauf,"Südvorstadt-Ost, Dresden",false,Dresden,false,002.01007358909,false,,160,,5,465,01069,657000,false,Südvorstadt-Ost,Moderne DHH inkl. Grundstück in Traumlage Dresden Südvorstadt/Ost!,https://www.immobilienscout24.de/expose/106241743
106239129,Haus,106239129,Kauf,"Lockwitz, Dresden",false,Dresden,true,001.12409193,false,,600,,15,1753,01257,1500000,false,Lockwitz,Historischer Dreiseithof in Lockwitz - kreativer Freiraum.,https://www.immobilienscout24.de/expose/106239129
106197839,Haus,106197839,Kauf,"Radeberger Vorstadt, Dresden",false,Dresden,false,009.e3a56a76-17e7-4c2e-b4b9-244488ef46f0,false,,420,,16,1200,01099,1400000,true,Radeberger Vorstadt,"Schönes Mehrfamilienhaus mit 4 Wohnungen in Dresden, zentral",https://www.immobilienscout24.de/expose/106197839
106170861,Haus,106170861,Kauf,"Bühlau/Weißer Hirsch, Dresden",false,Dresden,true,001.667278,false,,428.88,,11,1400,01324,1150000,false,Bühlau/Weißer Hirsch,** Erschaffen Sie sich Ihre Ruhe- und Wohlfühloase in dieser Stadtvilla zum Selbstausbau **,https://www.immobilienscout24.de/expose/106170861
106167377,Haus,106167377,Kauf,"Gönnsdorf/Pappritz, Dresden",false,Dresden,true,001.14545055,false,,160,,5,526,01328,530000,true,Gönnsdorf/Pappritz,Sofort beziehbares Einfamilienhaus in Traumlage,https://www.immobilienscout24.de/expose/106167377
106165441,Haus,106165441,Kauf,"Pieschen-Nord/Trachenberge, Dresden",false,Dresden,true,002.01002840387,false,,124,,3,500,01129,429752,false,Pieschen-Nord/Trachenberge,Wohnen in Hellerberge -  Barrierefreies Wohnen auf höchstem Niveau!,https://www.immobilienscout24.de/expose/106165441
106127199,Haus,106127199,Kauf,"Hässige Straße 4, Cossebaude/Mobschatz/Oberwartha, Dresden",false,Dresden,true,001.179181,false,51.07994,119.85,13.60704,4,2060,01156,345000,false,Cossebaude/Mobschatz/Oberwartha,Cossebaude - denkmalgeschützte Villa mit großem Terassengrundstück,https://www.immobilienscout24.de/expose/106127199
106074613,Haus,106074613,Kauf,"Weixdorf, Dresden",false,Dresden,true,002.01008703413,true,,144.34,,4,940,01108,253669,false,Weixdorf,Jetzt schnell sein und reservieren unter 0173-8594517!,https://www.immobilienscout24.de/expose/106074613
106068684,Haus,106068684,Kauf,"Laubegast, Dresden",true,Dresden,true,002.01000733534,false,,134,,5,488,01279,511900,false,Laubegast,DD-Laubegast - Einfamilienhaus Projekt in Traumlage - Jetzt besichtigen!,https://www.immobilienscout24.de/expose/106068684
106068339,Haus,106068339,Kauf,"Havemannstraße 1, Laubegast, Dresden",true,Dresden,true,002.01000733534,false,51.02287,134,13.82628,5,401.62,01279,486900,false,Laubegast,DD-Laubegast - Einfamilienhaus Projekt in Traumlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/106068339
106068142,Haus,106068142,Kauf,"Havemannstraße 1, Laubegast, Dresden",true,Dresden,true,002.01000733534,false,51.02287,134,13.82628,5,582,01279,509900,false,Laubegast,DD-Laubegast - Einfamilienhaus Projekt in Traumlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/106068142
106056496,Haus,106056496,Kauf,"Seidnitz/Dobritz, Dresden",false,Dresden,true,001.667278,false,,464.83,,18,880,01237,915000,false,Seidnitz/Dobritz,"+++ Vollvermietetes MFH mit Entwicklungspotential und attraktiver 4,63 % Sollrendite +++",https://www.immobilienscout24.de/expose/106056496
106046536,Haus,106046536,Kauf,"Gönnsdorf/Pappritz, Dresden",false,Dresden,false,001.5112782,false,,55,,3,150,01328,58500,false,Gönnsdorf/Pappritz,Kleines Einfamilienhaus - seltene Perle in Dresden- Pappritz,https://www.immobilienscout24.de/expose/106046536
105924251,Haus,105924251,Kauf,"Gompitz/Altfranken, Dresden",true,Dresden,true,009.1111dc90-5c18-412c-99eb-ca2047caf30d,false,,140,,5,300,01156,420000,false,Gompitz/Altfranken,Doppelhaushälfte in traumhafter Lage von Dresden.,https://www.immobilienscout24.de/expose/105924251
105801118,Haus,105801118,Kauf,"Plauen, Dresden",true,Dresden,false,001.838323,false,,211,,8,400,01187,595000,false,Plauen,SANIERTES ZWEIFAMILIENHAUS IM BELIEBTEN PLAUEN,https://www.immobilienscout24.de/expose/105801118
105794051,Haus,105794051,Kauf,"Südvorstadt-Ost, Dresden",true,Dresden,true,001.838323,false,,156.3,,7,220,01069,512940,false,Südvorstadt-Ost,WOHNEN WIE IM EINFAMILIENHAUS MIT EIGENEM GARTEN,https://www.immobilienscout24.de/expose/105794051
105774802,Haus,105774802,Kauf,"Hosterwitz/Pillnitz, Dresden",true,Dresden,true,001.5838470,false,,147,,5,655,01326,365000,false,Hosterwitz/Pillnitz,Wohnen in den Weinbergen - Doppelhaushälfte in den Pillnitzer Weinbergen,https://www.immobilienscout24.de/expose/105774802
105649662,Haus,105649662,Kauf,"Gönnsdorf/Pappritz, Dresden",true,Dresden,false,002.01000748942,false,,298,,8,3000,01328,1834000,false,Gönnsdorf/Pappritz,Einzigartig * Luxuriös * Stilvoll,https://www.immobilienscout24.de/expose/105649662
105641018,Haus,105641018,Kauf,"Räcknitz/Zschertnitz, Dresden",true,Dresden,true,001.5838470,false,,160,,7,500,01217,549999,false,Räcknitz/Zschertnitz,modernisiertes & gepflegtes Einfamilienhaus mit ELW-Büro-Praxis,https://www.immobilienscout24.de/expose/105641018
105595063,Haus,105595063,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,false,001.15415773,false,,173,,5,475,01326,624585,false,Hosterwitz/Pillnitz,Traumvilla im Bauhausstil- mit Traumblick über Dresden,https://www.immobilienscout24.de/expose/105595063
105519860,Haus,105519860,Kauf,"Briesnitz, Dresden",false,Dresden,true,002.01008311556,false,,131.42,,5,679,01156,237499,false,Briesnitz,Bauen Sie schlau - Bauen sie ein massa Haus !,https://www.immobilienscout24.de/expose/105519860
105494896,Haus,105494896,Kauf,"Loschwitz/Wachwitz, Dresden",false,Dresden,true,002.01008632977,false,,191,,6.5,1860,01326,885000,false,Loschwitz/Wachwitz,01326 Dresden - neues KfW40Plus-HAUS inkl. Grundstück,https://www.immobilienscout24.de/expose/105494896
105447418,Haus,105447418,Kauf,"Kleinzschachwitz, Dresden",true,Dresden,false,002.01000748942,false,,194,,6,1065,01259,850000,false,Kleinzschachwitz,Exklusive Stadtvilla mit Charme in ruhiger Wohnlage,https://www.immobilienscout24.de/expose/105447418
105346832,Haus,105346832,Kauf,"Leubnitz-Neuostra, Dresden",false,Dresden,false,001.1007659,false,,150,,5,500,01217,395000,false,Leubnitz-Neuostra,Seltene Gelegenheit in Dresden Süd,https://www.immobilienscout24.de/expose/105346832
105323592,Haus,105323592,Kauf,"Südvorstadt-Ost, Dresden",false,Dresden,true,001.172582,false,,140,,5,444,01069,498000,false,Südvorstadt-Ost,Ruhige Lage! Zentrumsnah! Bezugfertig! Einfamilienhaus angrenzend an Dresden!,https://www.immobilienscout24.de/expose/105323592
105319245,Haus,105319245,Kauf,"Naußlitz, Dresden",true,Dresden,true,002.01008703772,false,,237,,10,1100,01159,745000,false,Naußlitz,Sehr gepflegtes Haus mit herrlicher Aussicht über Dresden,https://www.immobilienscout24.de/expose/105319245
105319234,Haus,105319234,Kauf,"Südvorstadt-Ost, Dresden",true,Dresden,false,002.01008703772,false,,168,,5,420,01069,395000,false,Südvorstadt-Ost,Toplage Doppelhaushälfte sanierungsbedürftig mit Einliegerwohnung,https://www.immobilienscout24.de/expose/105319234
105152644,Haus,105152644,Kauf,"Blasewitz, Dresden",true,Dresden,false,001.293446,false,,638,,16,1000,01309,1800000,false,Blasewitz,www.r-o.de+++ Blasewitzer Dreifamilienvilla,https://www.immobilienscout24.de/expose/105152644
105149497,Haus,105149497,Kauf,"Pieschen-Süd, Dresden",true,Dresden,false,001.795136,false,,375,,18,300,01127,750000,false,Pieschen-Süd,Renditeobjekt in Dresden,https://www.immobilienscout24.de/expose/105149497
105104277,Haus,105104277,Kauf,"Pohrsdorfer Weg 1, Naußlitz, Dresden",false,Dresden,false,001.637078,false,51.03499,114,13.67696,5.5,229,01169,349900,false,Naußlitz,"30.08.2018 Vorstellung in DD-Roßthal nach Vereinbarung für Ihr Eigenheim mit 4,5-5,5 Zimmer !!! ",https://www.immobilienscout24.de/expose/105104277
105054253,Haus,105054253,Kauf,"Südvorstadt-Ost, Dresden",true,Dresden,true,001.838323,false,,156.3,,7,188,01069,512940,false,Südvorstadt-Ost,RUHIGE 7-RAUM-WOHNUNG MIT EIGENEM GARTEN,https://www.immobilienscout24.de/expose/105054253
104987775,Haus,104987775,Kauf,"Havemannstraße 1, Laubegast, Dresden",true,Dresden,true,002.01000733534,false,51.02287,134,13.82628,5,436,01279,551900,false,Laubegast,DD-Laubegast - letztes Grundstück in Traum-Südlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/104987775
104987708,Haus,104987708,Kauf,"Laubegast, Dresden",true,Dresden,true,002.01000733534,false,,134,,5,401.62,01279,486900,false,Laubegast,DD-Laubegast - Einfamilienhaus Projekt in Traumlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/104987708
104898909,Haus,104898909,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,true,002.01007292973,false,,185,,8,1260,01326,950832,false,Hosterwitz/Pillnitz,Modernes Zweifamilienhaus mit atemberaubendem Ausblick bis in die Sächsische Schweiz!,https://www.immobilienscout24.de/expose/104898909
104898603,Haus,104898603,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,true,002.01007292973,false,,177.14,,6,650,01326,569708,false,Hosterwitz/Pillnitz,Ein unverbaubarer Ausblick bis in die Sächsische Schweiz erwartet Sie im neuen Heim!,https://www.immobilienscout24.de/expose/104898603
104880679,Haus,104880679,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,false,002.01000737423,false,,150,,5,2000,01328,434500,false,Hosterwitz/Pillnitz,Wunderschönes Zaschendorf - Ihr neues Zuhaus mit Blick über Dresden,https://www.immobilienscout24.de/expose/104880679
104510689,Haus,104510689,Kauf,"Lockwitz, Dresden",false,Dresden,true,001.5445389,false,,98,,3.5,548,01257,339200,false,Lockwitz,So groß kann klein sein. Hausbaugelegenheit in Toplage von Lockwitz.,https://www.immobilienscout24.de/expose/104510689
104485034,Haus,104485034,Kauf,"Langebrück/Schönborn, Dresden",false,Dresden,true,001.49014,false,,220,,7,930,01465,660000,false,Langebrück/Schönborn,Außergewöhnliches Architektenhaus in Villenlage von Dresden-Langebrück,https://www.immobilienscout24.de/expose/104485034
104464855,Haus,104464855,Kauf,"Seevorstadt-Ost, Dresden",false,Dresden,false,001.795136,false,,336,,10,620,01219,750000,false,Seevorstadt-Ost,Preissenkung Großer Garten-Villa,https://www.immobilienscout24.de/expose/104464855
104463220,Haus,104463220,Kauf,"Cossebaude/Mobschatz/Oberwartha, Dresden",true,Dresden,false,001.795136,false,,798,,10,1460,01156,497999,false,Cossebaude/Mobschatz/Oberwartha,Wohnhaus plus Lagerhalle,https://www.immobilienscout24.de/expose/104463220
104361228,Haus,104361228,Kauf,"Havemannstraße 1, Laubegast, Dresden",true,Dresden,true,002.01000733534,false,51.02287,134,13.82628,5,436,01279,551900,false,Laubegast,DD-Laubegast - letztes Grundstück in Traum-Südlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/104361228
104185284,Haus,104185284,Kauf,"Hosterwitz/Pillnitz, Dresden",false,Dresden,false,001.293446,false,,650,,14,3000,01326,1950000,false,Hosterwitz/Pillnitz,Einzigartige Atriumvilla in unwiederbringlicher Lage unterhalb des Elbhanges,https://www.immobilienscout24.de/expose/104185284
103855384,Haus,103855384,Kauf,"Saalhausener Straße 27c, Naußlitz, Dresden",false,Dresden,true,001.179181,false,51.03955,152.4,13.6869,5,590,01159,250000,false,Naußlitz,*Reserviert* - Naußlitz - frei stehendes Haus mit positiver Bauvoranfrage ca. 730m² BGF,https://www.immobilienscout24.de/expose/103855384
103763355,Haus,103763355,Kauf,"Hellerau/Wilschdorf, Dresden",false,Dresden,true,002.01007420811,false,,135,,4,846,01109,340609,false,Hellerau/Wilschdorf,Bezahlbares Eigenheim...massa-haus macht´s möglich!,https://www.immobilienscout24.de/expose/103763355
103414057,Haus,103414057,Kauf,"Loschwitz/Wachwitz, Dresden",true,Dresden,true,002.01008118205,false,,255,,6,1800,01326,948000,false,Loschwitz/Wachwitz,Residieren in Mitten der Loschwitzer Elbhänge KFW 40 Plus,https://www.immobilienscout24.de/expose/103414057
103128094,Haus,103128094,Kauf,"Lockwitzbachweg 1, Laubegast, Dresden",true,Dresden,true,002.01000733534,false,51.01702,134,13.84427,5,411,01279,492900,false,Laubegast,DD-Laubegast - Einfamilienhaus Projekt in Traumlage - jetzt besichtigen!,https://www.immobilienscout24.de/expose/103128094
102972337,Haus,102972337,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,488,01279,511900,false,Laubegast,FAMILIENGERECHTES EINFAMILIENHAUS IN LAUBEGAST,https://www.immobilienscout24.de/expose/102972337
102292346,Haus,102292346,Kauf,"Gruna, Dresden",false,Dresden,false,001.15660,false,,479,,10,2350,01277,1500000,false,Gruna,TOP Villa für gewerbliche Nutzung,https://www.immobilienscout24.de/expose/102292346
102287681,Haus,102287681,Kauf,"Loschwitz/Wachwitz, Dresden",false,Dresden,false,001.293446,false,,500,,12,4800,01326,2800000,false,Loschwitz/Wachwitz,www.r-o.de+++ Einzigartige Hanglage von Dresden-Loschwitz,https://www.immobilienscout24.de/expose/102287681
102127023,Haus,102127023,Kauf,"Bühlau/Weißer Hirsch, Dresden",true,Dresden,false,002.01005474967,true,,420,,8,1150,01324,825000,false,Bühlau/Weißer Hirsch,Projekt NEUBAU mit Traumblick auf freiem Terrassen Grdst. mit Bestandsvilla mietfrei !,https://www.immobilienscout24.de/expose/102127023
102033919,Haus,102033919,Kauf,"Briesnitz, Dresden",true,Dresden,false,001.424471,false,,346,,13,1716,01157,670000,false,Briesnitz,Wohn- und Gewerbehof am Stadtrand - reserviert,https://www.immobilienscout24.de/expose/102033919
101904995,Haus,101904995,Kauf,"Weixdorf, Dresden",false,Dresden,false,001.476781,false,,130,,3,900,01108,225000,false,Weixdorf,EFH mit sehr großem Anbau in Dresden-Nord,https://www.immobilienscout24.de/expose/101904995
101642992,Haus,101642992,Kauf,"Langebrück/Schönborn, Dresden",false,Dresden,false,002.01000748942,false,,110,,5,306,01465,119500,false,Langebrück/Schönborn,Individuelles Einfamilienhaus in ländlich-idyllischer Wohnlage von  Dresden-Schönborn,https://www.immobilienscout24.de/expose/101642992
101584578,Haus,101584578,Kauf,"Kieler Straße 7, Klotzsche, Dresden",true,Dresden,true,001.13137176,false,51.11445,505,13.78229,18,1090,01109,1400000,false,Klotzsche,Renditestarkes Mehrfamilienhaus in gehobener Wohnlage mit großem Grundstück zu verkaufen!,https://www.immobilienscout24.de/expose/101584578
101268482,Haus,101268482,Kauf,"Innere Neustadt, Dresden",false,Dresden,false,009.5d9bcf51-ef23-430f-89ec-db28eb3a5fcf,false,,115,,3,0,01097,405000,false,Innere Neustadt,Stadthaus im Barockviertel-Dresden,https://www.immobilienscout24.de/expose/101268482
101066327,Haus,101066327,Kauf,"Bühlau/Weißer Hirsch, Dresden",false,Dresden,true,001.7377804,false,,150,,5,288,01326,379990,false,Bühlau/Weißer Hirsch,Familientraum in idyllischer Lage mit guter Anbindung,https://www.immobilienscout24.de/expose/101066327
99799990,Haus,99799990,Kauf,"Seevorstadt-Ost, Dresden",false,Dresden,false,001.293446,false,,332,,10,690,01219,750000,false,Seevorstadt-Ost,www.r-o.de+++ Denkmalgeschützte Villa in Dresden-Strehlen,https://www.immobilienscout24.de/expose/99799990
99778161,Haus,99778161,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,795,01279,590900,false,Laubegast,FAMILIENFREUNDLICH MIT GROSSEM GRUNDSTÜCK,https://www.immobilienscout24.de/expose/99778161
99407261,Haus,99407261,Kauf,"Leipziger Vorstadt, Dresden",true,Dresden,false,001.285018,false,,147.31,,6,239,01097,695000,false,Leipziger Vorstadt,"Wohneigentum mit 6-Zimmern, Penthouse und Garten direkt in der Neustadt",https://www.immobilienscout24.de/expose/99407261
97943222,Haus,97943222,Kauf,"Cotta, Dresden",false,Dresden,false,002.01002845700,false,,980,,13,890,01157,1950000,false,Cotta,***RICHERT&CO - Wohn- und Geschäftshaus in guter Lage!,https://www.immobilienscout24.de/expose/97943222
97671732,Haus,97671732,Kauf,"Weißig, Dresden",false,Dresden,false,002.01002711804,false,,125,,5,450,01328,301000,false,Weißig,Schönes Wohnen mit viel Platz im sonnigen Schullwitz,https://www.immobilienscout24.de/expose/97671732
97641786,Haus,97641786,Kauf,"Kleinzschachwitz, Dresden",true,Dresden,true,001.838323,false,,122,,4,420,01259,475000,false,Kleinzschachwitz,WOHNEN WIE IM EINFAMILIENHAUS MIT EIGENEM GARTEN,https://www.immobilienscout24.de/expose/97641786
97482572,Haus,97482572,Kauf,"Laubegast, Dresden",false,Dresden,true,001.838323,false,,134,,5,401,01279,486900,false,Laubegast,FAMILIENGERECHTES EINFAMILIENHAUS IN LAUBEGAST,https://www.immobilienscout24.de/expose/97482572
97283309,Haus,97283309,Kauf,"Kleinzschachwitz, Dresden",true,Dresden,false,001.350526,false,,318,,8,1686,01259,950000,false,Kleinzschachwitz,Villa mit besonderem Flair!,https://www.immobilienscout24.de/expose/97283309
97211928,Haus,97211928,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,402,01279,486900,false,Laubegast,TOPLAGE ! EINFAMILIENHAUS IN LAUBEGAST,https://www.immobilienscout24.de/expose/97211928
97211918,Haus,97211918,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,411,01279,492900,false,Laubegast,"EINFAMILIENHAUS ""ORCHIDEE"" IN LAUBEGAST",https://www.immobilienscout24.de/expose/97211918
97211913,Haus,97211913,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,413,01279,492900,false,Laubegast,FAMILIENGERECHTES EINFAMILIENHAUS IN LAUBEGAST,https://www.immobilienscout24.de/expose/97211913
96344455,Haus,96344455,Kauf,"Cossebaude/Mobschatz/Oberwartha, Dresden",true,Dresden,false,001.504097,false,,412,,1,492,01156,950000,false,Cossebaude/Mobschatz/Oberwartha,Renditestarke und krisensichere Kapitalanlage,https://www.immobilienscout24.de/expose/96344455
95881561,Haus,95881561,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,401,01279,486900,false,Laubegast,FAMILIENGERECHTES EINFAMILIENHAUS IN LAUBEGAST,https://www.immobilienscout24.de/expose/95881561
95809480,Haus,95809480,Kauf,"Seifhennersdorfer Str. 16, Äußere Neustadt (Antonstadt), Dresden",true,Dresden,true,002.01005474967,true,51.06792,147,13.75666,4,300,01099,541500,false,Äußere Neustadt (Antonstadt),Volle KfW Förderung/Wunschparkett inkl.! Fam.-freundl. Townhouce/ Terrasse & Garten in ruhiger Lage!,https://www.immobilienscout24.de/expose/95809480
95799702,Haus,95799702,Kauf,"Loschwitz/Wachwitz, Dresden",true,Dresden,true,002.01005274410,false,,180,,9,1590,01326,550000,false,Loschwitz/Wachwitz,* DENKMAL * Winzerhaus zum Sanieren. Exklusive Bestlage von Dresden / am Loschwitzer Elbhang.,https://www.immobilienscout24.de/expose/95799702
95617823,Haus,95617823,Kauf,"Laubegast, Dresden",false,Dresden,false,001.838323,false,,134,,5,436,01279,551900,false,Laubegast,RANDGRUNDSTÜCK MIT SÜDAUSRICHTUNG,https://www.immobilienscout24.de/expose/95617823
95076250,Haus,95076250,Kauf,"Pirnaer Landstraße 303, Großzschachwitz, Dresden",false,Dresden,true,001.637078,false,50.99275,120,13.85178,4.5,216,01259,279900,false,Großzschachwitz,"30.08.2018 Vorstellung in DD-Großzschachwitz nach Vereinbarung, Hr.Treiber 0160-97601515",https://www.immobilienscout24.de/expose/95076250
95046338,Haus,95046338,Kauf,"Seifhennersdorfer Str. 16, Äußere Neustadt (Antonstadt), Dresden",true,Dresden,true,002.01005474967,true,51.06792,202,13.75666,5,350,01099,739800,false,Äußere Neustadt (Antonstadt),Studio Projekt äuß. Neustadt..! 5 Zi./-KfW Zuschuß! & 12 qm großer Terrasse mit eigenem Garten ..!,https://www.immobilienscout24.de/expose/95046338
94815367,Haus,94815367,Kauf,"Loschwitz/Wachwitz, Dresden",false,Dresden,true,001.328321,false,,623.66,,18,2258,01324,2100000,false,Loschwitz/Wachwitz,Einzigartige Geldanlage,https://www.immobilienscout24.de/expose/94815367
94656902,Haus,94656902,Kauf,"Südvorstadt-West, Dresden",false,Dresden,true,002.01007820383,false,,220,,8,600,01187,213558,false,Südvorstadt-West,Grundstückskosten halbieren !!!! 1 HAUS - 2 DOPPELHAUSHÄLFTEN,https://www.immobilienscout24.de/expose/94656902
93297469,Haus,93297469,Kauf,"Heidenauer Straße 23, Niedersedlitz, Dresden",false,Dresden,false,001.637078,false,50.99628,144,13.83081,5.5,205,01259,314900,false,Niedersedlitz," ** 30.08.2018 * Vorstellung in DD-Niedersedlitz nach Vereinbarung, Hr.Treiber 0160-97601515 **",https://www.immobilienscout24.de/expose/93297469
92796049,Haus,92796049,Kauf,"Leipziger Vorstadt, Dresden",false,Dresden,false,001.118256,false,,658.89,,10,959,01097,1150000,false,Leipziger Vorstadt,Denkmalobjekt - teilsaniert - in bester Neustadt-Lage! www.cmdd.de,https://www.immobilienscout24.de/expose/92796049
91596036,Haus,91596036,Kauf,"Scheunenhofstraße 3, Äußere Neustadt (Antonstadt), Dresden",true,Dresden,true,002.01000733534,false,51.0691,107.93,13.74698,4,100,01099,379000,false,Äußere Neustadt (Antonstadt),DD-Neustadt - Rohbau fertig - Doppelhaus in innerstädtischer Lage- ideal für Familien!!!,https://www.immobilienscout24.de/expose/91596036
90767546,Haus,90767546,Kauf,"Leuben, Dresden",false,Dresden,false,001.15231680,false,,747,,25,5000,01257,1400000,false,Leuben,"Villa im Park mit 8 Einheiten auf großem, gepflegten Grundstück mit altem Baumbestand",https://www.immobilienscout24.de/expose/90767546
87182967,Haus,87182967,Kauf,"Kleinzschachwitz, Dresden",false,Dresden,false,001.293446,false,,310,,8,1700,01259,1100000,false,Kleinzschachwitz,www.r-o.de +++ Freistehende Villa im malerischen Kleinzschachwitz,https://www.immobilienscout24.de/expose/87182967
84713030,Haus,84713030,Kauf,"Bühlau/Weißer Hirsch, Dresden",false,Dresden,false,001.1249117,false,,120,,3,800,01326,473000,false,Bühlau/Weißer Hirsch,Fast neues EFH in Dresden Loschwitz/Rochwitz,https://www.immobilienscout24.de/expose/84713030
77753364,Haus,77753364,Kauf,"Bahnhofstraße 25, Leuben, Dresden",true,Dresden,false,001.416982,false,50.99979,790,13.83143,25,4970,01259,1450000,false,Leuben,Denkmalgeschützte Villa in Dresden,https://www.immobilienscout24.de/expose/77753364
